,lat,long,temp,prcp,wind,cloud
0,88.5,1.5,-21.05067161009964,0.0005631846368047699,6.3911873390226726,0.9441447263127718
1,88.5,4.5,-21.002180077784203,0.0005670531631391945,6.408244672281469,0.9449012146679043
2,88.5,7.5,-20.954945213021716,0.0005706559295180907,6.426023331247278,0.9457905258765429
3,88.5,10.5,-20.90782728533685,0.0005735148954464642,6.4439549833955425,0.9465014047246154
4,88.5,13.5,-20.86430273659991,0.0005760224252118612,6.457555002540643,0.9469900043401318
5,88.5,16.5,-20.829133098440508,0.0005786265453512213,6.469989070812934,0.9474531075629936
6,88.5,19.5,-20.803588437451765,0.0005808704979943652,6.479934204733189,0.9475728572453697
7,88.5,22.5,-20.772918440591923,0.0005819237150666567,6.488634186218003,0.9474298965909604
8,88.5,25.5,-20.73890396210561,0.0005824563263944205,6.497358620644285,0.947285332256548
9,88.5,28.5,-20.714400771964478,0.0005818740556088331,6.503920664866093,0.9471936611035724
10,88.5,31.5,-20.69903613323362,0.0005806882314129541,6.5093647985071765,0.9470307180311459
11,88.5,34.5,-20.691138414147076,0.0005788142690159176,6.513840119591176,0.9468385236941623
12,88.5,37.5,-20.677609849947572,0.0005770407169511799,6.516064615939023,0.9468473969192035
13,88.5,40.5,-20.6599527572574,0.0005754472486345641,6.516174762374484,0.9468393891161905
14,88.5,43.5,-20.647237068159995,0.0005742183134807566,6.515706766255776,0.9468345215588232
15,88.5,46.5,-20.63178066630573,0.0005729369903275244,6.5162121991786774,0.9468449490111807
16,88.5,49.5,-20.620311493973333,0.0005711705324710492,6.516207077766158,0.946998919953191
17,88.5,52.5,-20.614888130966847,0.0005697347738611025,6.514443292147378,0.9471687228198173
18,88.5,55.5,-20.618212717048834,0.000568182233669029,6.50979528568912,0.9471793445505895
19,88.5,58.5,-20.629350973692823,0.0005667841289336978,6.5022737340118475,0.9472145513316355
20,88.5,61.5,-20.636821547620798,0.000565180837867163,6.494526695918564,0.9474446511534598
21,88.5,64.5,-20.64021597112415,0.0005633679948028325,6.486050109005212,0.947912491237301
22,88.5,67.5,-20.650480447938094,0.0005620206409419626,6.47718790136889,0.9481629267106233
23,88.5,70.5,-20.666244215652654,0.0005605439542074458,6.46705680968137,0.9482944743912629
24,88.5,73.5,-20.68586812502346,0.000558991959723712,6.455435603348308,0.9482515812496715
25,88.5,76.5,-20.703527653902768,0.0005570514209107119,6.4430263486803385,0.9480137456146146
26,88.5,79.5,-20.715369969201618,0.0005545689937284243,6.43129124501814,0.9476536276131233
27,88.5,82.5,-20.732196727434342,0.0005521542343787239,6.418634647765237,0.9469390645398443
28,88.5,85.5,-20.753633567539907,0.0005496292419468474,6.406670595323635,0.9462577689958014
29,88.5,88.5,-20.773101966838738,0.000547568101593468,6.396764196593846,0.9458779476307426
30,88.5,91.5,-20.789831277506778,0.0005459893674016753,6.385773140398428,0.9457417408004891
31,88.5,94.5,-20.807049856155857,0.0005444597469593665,6.375047315665478,0.945755276707479
32,88.5,97.5,-20.830732862627485,0.0005428329904347551,6.363174005997816,0.9456821043919008
33,88.5,100.5,-20.85089070344651,0.0005413584865335413,6.351531159893545,0.9455216268891713
34,88.5,103.5,-20.866963867178953,0.0005397137216341108,6.341138443372092,0.9453477371111705
35,88.5,106.5,-20.885819158883294,0.0005378266622372424,6.331230818388602,0.9452429044786946
36,88.5,109.5,-20.906182451651205,0.000535722956634288,6.321537859935518,0.945252650190434
37,88.5,112.5,-20.931514758155203,0.0005336727304474376,6.311456179058928,0.9453531804391118
38,88.5,115.5,-20.95468657094375,0.0005320061372149354,6.301075652941923,0.9453512341226318
39,88.5,118.5,-20.971784964263065,0.0005308001218108788,6.291751580455405,0.9453598070992143
40,88.5,121.5,-20.98898364736766,0.0005289981929131049,6.282718346493952,0.9451481072094128
41,88.5,124.5,-21.011717352146633,0.0005270167259755487,6.273478452717441,0.9447521501389443
42,88.5,127.5,-21.03271811440021,0.0005253665039928607,6.265665485454537,0.9443058113770885
43,88.5,130.5,-21.060074081997612,0.0005237992296759503,6.257388489364314,0.9438544920231511
44,88.5,133.5,-21.086706501427187,0.0005226608821045503,6.248020488142238,0.9436289524455659
45,88.5,136.5,-21.109843801536556,0.0005211563642453093,6.238586702015683,0.9434022366004893
46,88.5,139.5,-21.136302845507316,0.0005190379245175181,6.229148443669745,0.9432922432268569
47,88.5,142.5,-21.16271844410545,0.0005173167604522466,6.219866496604515,0.9431418576046783
48,88.5,145.5,-21.190057358379022,0.0005156485300947117,6.21174054611734,0.9429583528113259
49,88.5,148.5,-21.219974572801675,0.0005133887519100933,6.2035984379343265,0.9428027711246425
50,88.5,151.5,-21.24780031886715,0.0005114023735975637,6.194570541783106,0.9425672950892383
51,88.5,154.5,-21.276374381023174,0.0005092146289121663,6.18429064060223,0.942333896066702
52,88.5,157.5,-21.305093802463176,0.0005071507600171304,6.174074432481281,0.9420839621849227
53,88.5,160.5,-21.3335582361089,0.0005052118583291215,6.165032831141628,0.9417228515973498
54,88.5,163.5,-21.36404917306868,0.0005032751394744295,6.156082621769053,0.9413263187563075
55,88.5,166.5,-21.397375022097833,0.0005014497451185651,6.147561168396724,0.9409341200900764
56,88.5,169.5,-21.424837775984855,0.0004995577743467372,6.139425912807927,0.9406215367181161
57,88.5,172.5,-21.456566703047685,0.000497120095247286,6.1320876499928065,0.9400607326467592
58,88.5,175.5,-21.486023071695655,0.0004952472242669009,6.125182326867033,0.9393405884844813
59,88.5,178.5,-21.512487394076146,0.0004946076541069572,6.118365871068361,0.9386990564333884
60,88.5,181.5,-21.540352119167522,0.0004944870525665501,6.111926019421321,0.9381564968713223
61,88.5,184.5,-21.57199212532757,0.0004939446184888951,6.1063840740143664,0.9375272361513576
62,88.5,187.5,-21.609261352474505,0.0004928793958334093,6.101479275604413,0.9368445983200868
63,88.5,190.5,-21.64371272087584,0.0004913181243080961,6.097037063370364,0.9363168957582294
64,88.5,193.5,-21.668904134442556,0.0004906801912731157,6.0930600340847665,0.9357741949027709
65,88.5,196.5,-21.694054944857356,0.0004893737655368158,6.0887277518884675,0.9351700985359889
66,88.5,199.5,-21.723608355038493,0.0004870583251027627,6.084045482459126,0.9345657054530828
67,88.5,202.5,-21.754120405637252,0.00048469813658581773,6.079833733788468,0.9338647559981598
68,88.5,205.5,-21.78249957266388,0.00048241052727647504,6.075659205524291,0.9331929483054149
69,88.5,208.5,-21.812106579005587,0.0004800568872594807,6.069822382168311,0.932638629600768
70,88.5,211.5,-21.834841095847594,0.0004781485452378109,6.063685343053072,0.9319923394946867
71,88.5,214.5,-21.855685129934642,0.0004759629833857443,6.058477155050751,0.9313397300416314
72,88.5,217.5,-21.881902585151238,0.0004732830097888274,6.051959616625065,0.9308732922947095
73,88.5,220.5,-21.9055693503621,0.0004702586942371828,6.045873935900166,0.9307647930987015
74,88.5,223.5,-21.931804264934073,0.0004672327415605887,6.040171279125689,0.9309945714780581
75,88.5,226.5,-21.960045381244043,0.0004647148433369608,6.0338728073172225,0.9311254550797536
76,88.5,229.5,-21.980809427121727,0.0004627415620243186,6.028265293403501,0.931361188975599
77,88.5,232.5,-22.004848523236006,0.0004611442737494087,6.0222322694552135,0.9316691591182981
78,88.5,235.5,-22.03194584875547,0.0004599240699288548,6.0161541626502375,0.9318680542944153
79,88.5,238.5,-22.046776962069657,0.0004592703113523722,6.012288506053802,0.9321919905904532
80,88.5,241.5,-22.065769086396074,0.00045828749065433827,6.008813663725424,0.9323396563148286
81,88.5,244.5,-22.08616283152793,0.00045815706636403997,6.005288184332415,0.9324646691760708
82,88.5,247.5,-22.107028385285503,0.0004581434236558407,6.002294971178609,0.9323559580399743
83,88.5,250.5,-22.12842340414454,0.00045801354507386816,6.000082737367781,0.9320012763017547
84,88.5,253.5,-22.142383985880855,0.000457671931660783,5.9991619651027825,0.931286024423188
85,88.5,256.5,-22.149271904578313,0.00045768393724399115,6.001034238107897,0.9307122496184106
86,88.5,259.5,-22.152220505473196,0.0004581412408225377,6.004384002558679,0.9300458181392458
87,88.5,262.5,-22.15042422203075,0.0004584626630275007,6.0084740635825655,0.9293484999245067
88,88.5,265.5,-22.14879725373197,0.0004591950036031689,6.0129718900286235,0.9288345028217102
89,88.5,268.5,-22.15227125941314,0.00045978000293037113,6.016007949929428,0.9281304307828154
90,88.5,271.5,-22.152511224041177,0.000460398836173867,6.020237298947337,0.9273534796121317
91,88.5,274.5,-22.144480732647736,0.00046153336378698673,6.025265444053189,0.9266091106977306
92,88.5,277.5,-22.134306394831157,0.00046293856273058043,6.028437041054339,0.9262200664064844
93,88.5,280.5,-22.120716925903707,0.0004645473108803727,6.031702121867119,0.9261558203009694
94,88.5,283.5,-22.10881939031819,0.00046616915603006626,6.033711013961141,0.926125682420375
95,88.5,286.5,-22.10068495485575,0.00046799564180258213,6.034878984545931,0.9257913257366492
96,88.5,289.5,-22.086232668949293,0.00047004750511440985,6.037764575904251,0.9253068412911856
97,88.5,292.5,-22.070036477666434,0.0004720726287181787,6.041793468508183,0.9251086419850258
98,88.5,295.5,-22.04766332887681,0.00047443718290172965,6.046987157863794,0.9251033788061598
99,88.5,298.5,-22.01566195466438,0.00047728141470523844,6.055273603320779,0.9256367754917301
100,88.5,301.5,-21.984142539865616,0.0004801944057580415,6.064240258919475,0.9265043946323035
101,88.5,304.5,-21.94918160190727,0.0004833382314334278,6.07450659917706,0.9273005263810028
102,88.5,307.5,-21.91122090308258,0.00048557290703499234,6.086424703171127,0.9280319210296487
103,88.5,310.5,-21.872822096248285,0.0004879942148846156,6.0992614875856415,0.9288597095629105
104,88.5,313.5,-21.82701889862369,0.0004914883853063268,6.115882851587123,0.9296913377441103
105,88.5,316.5,-21.77930288651055,0.0004948712312291825,6.13337536064496,0.930570723091934
106,88.5,319.5,-21.729077193575137,0.0004983746786924592,6.152874886349981,0.9313102703693203
107,88.5,322.5,-21.67760904418995,0.0005023523466924501,6.171789344774046,0.9318911451670648
108,88.5,325.5,-21.627676506011653,0.0005068789972699911,6.190039462221955,0.9323626800731168
109,88.5,328.5,-21.58217295964849,0.0005116212026369249,6.208570896695599,0.9327505304351974
110,88.5,331.5,-21.533238852976723,0.0005167950632910395,6.2267973546603175,0.933257409883353
111,88.5,334.5,-21.480684569276775,0.0005222073984842979,6.244931987862535,0.9339370240360269
112,88.5,337.5,-21.432063106875063,0.0005274843980123123,6.26139841110215,0.9349749829581178
113,88.5,340.5,-21.385335781511998,0.0005329420269967744,6.277803882319525,0.9362783791794669
114,88.5,343.5,-21.3373692479513,0.0005385393573131142,6.293150447399008,0.9376813377897558
115,88.5,346.5,-21.285708233594335,0.0005432782884301074,6.307725266104562,0.9387451216116389
116,88.5,349.5,-21.23672580917176,0.0005473661895122467,6.323186882634313,0.9396372304294465
117,88.5,352.5,-21.192790762568563,0.0005507708637682157,6.340708028322719,0.9408778464642267
118,88.5,355.5,-21.150922010368276,0.0005545897306448583,6.3575663478189535,0.9420984341606371
119,88.5,358.5,-21.101821836805044,0.0005589559429741014,6.37409675264878,0.943220490909872
120,85.5,1.5,-19.593551980372723,0.00078434003077818,6.759526684966628,0.9474118569570885
121,85.5,4.5,-19.419169969392783,0.0008052270170175596,6.819596165206415,0.9501347678419787
122,85.5,7.5,-19.24120554231598,0.000818131927548954,6.870932627244008,0.9529907806348247
123,85.5,10.5,-19.08191775307492,0.0008256774365948405,6.917261429825828,0.9556447650705774
124,85.5,13.5,-18.940490478315297,0.0008281942434018169,6.961094156931113,0.9577051971589545
125,85.5,16.5,-18.81706907732115,0.0008287650543124803,6.9951584749143585,0.9598315744058896
126,85.5,19.5,-18.709261618410864,0.0008290881136424344,7.018515650500467,0.9612130246295237
127,85.5,22.5,-18.63236818130366,0.0008265309244192415,7.0318606088755695,0.9615724361640533
128,85.5,25.5,-18.570441472038198,0.0008163671068174561,7.041196583236255,0.961257849958256
129,85.5,28.5,-18.520515430364213,0.0008028984795836192,7.046962788805519,0.9615112172694702
130,85.5,31.5,-18.49712436055512,0.0007887662710234361,7.0410578001702255,0.9618998094218609
131,85.5,34.5,-18.49326624905646,0.0007734831636003192,7.031903455622566,0.9617703917391112
132,85.5,37.5,-18.50835356825948,0.000757675084766013,7.019750632243439,0.9611377187837205
133,85.5,40.5,-18.545972388544726,0.0007432012627927448,7.007697063281595,0.9605567945332886
134,85.5,43.5,-18.575909498511834,0.0007293457283546467,6.997652242148632,0.9600112642776477
135,85.5,46.5,-18.617509457846154,0.0007200026560775924,6.9861153587907205,0.9591110275574436
136,85.5,49.5,-18.659238535203684,0.0007118688734545214,6.971620246575792,0.9580501367177695
137,85.5,52.5,-18.707591610770976,0.0007077034817898342,6.950523489357739,0.9574885202094063
138,85.5,55.5,-18.76980741447838,0.0007025383524689871,6.9202987159803335,0.9561883313480641
139,85.5,58.5,-18.8477431344962,0.0006953022600448416,6.883214856454973,0.9548156589764316
140,85.5,61.5,-18.934845828130676,0.000686144182890841,6.839918362880281,0.9543033538620087
141,85.5,64.5,-19.03276357731957,0.000676565364616244,6.791828515717367,0.9540569099270211
142,85.5,67.5,-19.135221164928424,0.0006692283161514739,6.745240468676448,0.9536280350284633
143,85.5,70.5,-19.231967513183434,0.0006646438204912231,6.702858183302819,0.9529069477327914
144,85.5,73.5,-19.329171052929468,0.0006607731113234677,6.660421293573169,0.9521314942720667
145,85.5,76.5,-19.424245769418548,0.0006578432033125109,6.619365165511878,0.9517622628467668
146,85.5,79.5,-19.51527275768936,0.0006544308891399397,6.580569960746638,0.9515438691825013
147,85.5,82.5,-19.602661297513578,0.0006489612545722973,6.544143301072935,0.9503779443672674
148,85.5,85.5,-19.686341957501355,0.0006431712892162877,6.5120674616662,0.9495848292324955
149,85.5,88.5,-19.76704153407269,0.0006363313810380106,6.478782463976806,0.9487401808651881
150,85.5,91.5,-19.8422105553164,0.0006276633499622125,6.445371883481822,0.9474679716278718
151,85.5,94.5,-19.910134756156964,0.0006184523391004199,6.4116888582673,0.9463233891795568
152,85.5,97.5,-19.965003825549815,0.0006105444797249865,6.383984973970752,0.946577872708571
153,85.5,100.5,-20.01535985460299,0.00060441235524758,6.360054993640707,0.9474166644647641
154,85.5,103.5,-20.05841462487183,0.0005979904596482427,6.3380451823427215,0.9481849720121693
155,85.5,106.5,-20.104772055520584,0.0005919685682530401,6.314274110065932,0.9495951012621215
156,85.5,109.5,-20.144185941153722,0.0005864105289362931,6.2941930515759195,0.9511703883584256
157,85.5,112.5,-20.186264205618073,0.0005806795000797005,6.27693800294083,0.9519995827609417
158,85.5,115.5,-20.23035882260845,0.0005741462799815356,6.260245949020061,0.9518841213330242
159,85.5,118.5,-20.278327386326737,0.0005664517925621781,6.2413620026734025,0.951710923892646
160,85.5,121.5,-20.31967723024502,0.0005590088766818657,6.226146863137736,0.9515294184007959
161,85.5,124.5,-20.364473063669635,0.000550225701148932,6.208585828137734,0.9518414966488782
162,85.5,127.5,-20.41412178581578,0.0005423325758983494,6.188165890830568,0.95251604896577
