Latitude (deg N),Longitude (deg E),City Name,Country,Temperature (deg C),Precip (mm per day),Wind Speed (m/s),% Cloud Cover,Temp Anom (deg C),% Normal Precip,Wind Anom (m/s),Cloud Anom (%)
40.5,34.5,Kirikkale,Turkey,18.68,1.26,2.59,32.8,0.95,106.7,0.31,2.0
40.5,37.5,Samsun,Turkey,18.85,2.04,2.71,37.6,1.33,111.2,0.08,-0.5
40.5,40.5,Erzurum,Turkey,18.0,3.23,2.21,42.5,1.69,102.2,-0.09,2.1
40.5,43.5,Yerevan,Armenia,15.72,1.56,1.76,35.2,1.7,78.5,-0.04,-1.6
40.5,46.5,Ganja,Azerbaijan,17.83,1.24,1.66,33.2,1.16,59.6,-0.05,-6.3
40.5,49.5,Baku,Azerbaijan,22.14,0.57,4.14,26.2,1.0,45.1,-0.3,-8.0
40.5,52.5,Turkmenbasy,Turkmenistan,23.7,0.11,5.57,14.2,0.85,35.3,-0.21,-6.4
40.5,55.5,Balkanabat,Turkmenistan,23.34,0.04,4.92,11.0,0.84,15.8,0.16,-4.8
40.5,58.5,Dasoguz,Turkmenistan,22.58,0.01,4.72,8.6,0.39,9.8,0.24,-4.3
40.5,61.5,Urganch,Uzbekistan,21.43,0.01,4.37,7.1,-0.11,14.3,0.19,-3.4
40.5,64.5,Bukhara,Uzbekistan,21.73,0.03,4.25,6.7,-0.24,55.6,0.19,-2.9
40.5,67.5,Samarkand,Uzbekistan,19.69,0.16,2.51,9.4,0.17,51.6,0.1,-2.9
40.5,70.5,Tashkent,Uzbekistan,14.03,1.0,1.66,22.4,0.45,72.2,0.0,-2.2
40.5,73.5,Andijon,Uzbekistan,8.57,1.88,1.55,35.3,-0.04,93.9,0.03,-0.6
40.5,76.5,Kashgar,China,8.83,1.76,2.16,40.8,-0.21,111.0,0.09,1.2
40.5,79.5,Aksu,China,14.01,0.84,2.5,38.6,-0.21,77.3,0.09,-1.3
40.5,82.5,Aral,China,19.52,0.15,3.22,30.5,-0.31,38.9,0.09,-5.5
40.5,85.5,Korla,China,20.3,0.04,3.56,25.7,-0.68,21.3,0.16,-5.9
40.5,88.5,--,--,19.58,0.03,4.2,25.8,-0.82,17.5,0.28,-4.5
40.5,91.5,--,--,18.17,0.03,4.41,25.5,-1.02,36.7,0.19,-3.5
40.5,94.5,--,--,14.61,0.09,3.76,27.5,-1.04,41.1,0.11,-3.3
40.5,97.5,Jiayuguan,China,11.23,0.31,3.59,31.4,-1.23,58.2,0.03,-3.7
40.5,100.5,--,--,16.08,0.12,3.89,30.0,-1.5,28.4,0.01,-5.1
40.5,103.5,--,--,15.47,0.18,4.16,30.7,-1.54,34.0,0.07,-5.8
40.5,106.5,Bayan Nur,China,14.31,0.53,4.01,31.1,-1.95,65.3,0.08,-6.4
40.5,109.5,Ordos,China,12.35,1.48,4.1,37.8,-2.18,89.8,0.38,-2.7
40.5,112.5,Datong,China,11.73,1.6,3.65,45.0,-1.68,72.7,0.61,0.2
40.5,115.5,Beijing,China,13.95,1.61,3.14,44.3,-1.13,71.2,0.62,-3.0
40.5,118.5,Tianjin,China,17.49,1.14,2.83,39.7,-0.1,53.4,0.23,-5.7
40.5,121.5,Anshan,China,19.59,1.36,3.79,38.7,0.2,63.8,-0.16,-3.7
40.5,124.5,Shenyang,China,17.47,2.46,2.87,48.2,-0.26,81.2,0.05,-0.9
40.5,127.5,Hamhung,Korea (the Democratic People's Republic of),14.78,3.07,2.33,56.6,-0.1,86.5,0.08,0.2
40.5,130.5,Chongjin,Korea (the Democratic People's Republic of),19.19,3.22,4.19,48.3,0.39,105.6,-0.57,-3.5
40.5,133.5,--,--,19.97,3.73,5.07,53.6,0.48,104.8,-0.63,0.5
40.5,136.5,--,--,20.17,3.33,5.76,61.2,0.33,85.8,-0.14,4.2
40.5,139.5,Akita,Japan,20.35,6.63,5.26,68.1,0.34,128.7,0.04,4.2
40.5,142.5,Morioka,Japan,19.51,5.1,5.62,70.5,0.56,97.8,0.01,3.4
40.5,145.5,--,--,19.36,5.22,6.68,69.5,0.56,98.6,-0.02,0.4
40.5,148.5,--,--,19.8,5.6,6.94,71.5,1.02,101.4,-0.09,-2.4
40.5,151.5,--,--,19.99,4.22,7.06,73.6,0.81,69.1,-0.35,-3.7
40.5,154.5,--,--,19.78,4.36,6.89,73.5,0.73,69.1,-0.68,-5.9
40.5,157.5,--,--,19.48,3.8,6.81,76.1,0.8,63.9,-0.81,-4.1
40.5,160.5,--,--,19.22,4.71,7.06,80.2,0.86,88.8,-0.6,-0.3
40.5,163.5,--,--,18.31,5.37,7.22,81.9,0.17,110.2,-0.45,0.7
40.5,166.5,--,--,17.97,4.68,7.67,84.2,-0.09,100.5,-0.06,2.1
40.5,169.5,--,--,17.79,4.57,7.76,82.8,-0.03,104.9,0.01,0.7
40.5,172.5,--,--,17.48,4.33,7.82,81.2,-0.16,102.8,0.01,-1.1
40.5,175.5,--,--,17.65,3.61,7.72,76.8,0.05,85.9,-0.14,-5.8
40.5,178.5,--,--,18.28,5.14,7.51,75.9,0.74,125.6,-0.4,-6.4
40.5,-178.5,--,--,18.83,6.09,7.58,74.5,1.31,141.1,-0.32,-7.6
40.5,-175.5,--,--,19.47,6.28,8.26,72.3,1.85,142.5,0.38,-9.4
40.5,-172.5,--,--,20.05,5.51,8.39,69.5,2.32,121.9,0.54,-11.5
40.5,-169.5,--,--,20.21,5.79,8.3,68.7,2.34,126.7,0.46,-11.5
40.5,-166.5,--,--,19.88,6.53,8.43,74.3,1.81,148.2,0.61,-4.8
40.5,-163.5,--,--,19.62,3.99,7.46,73.5,1.32,91.5,-0.28,-4.1
40.5,-160.5,--,--,19.52,7.31,6.14,74.1,0.99,173.7,-1.44,-1.9
40.5,-157.5,--,--,19.44,6.83,6.7,76.0,0.74,165.3,-0.75,1.6
40.5,-154.5,--,--,19.22,3.11,7.03,73.1,0.42,84.3,-0.27,-0.1
40.5,-151.5,--,--,18.87,1.93,7.16,66.8,0.03,63.5,0.07,-5.2
40.5,-148.5,--,--,18.69,1.48,6.81,63.1,-0.06,57.6,0.09,-7.8
40.5,-145.5,--,--,18.47,1.41,6.19,63.8,-0.12,65.2,-0.22,-6.4
40.5,-142.5,--,--,18.21,1.53,5.65,67.1,-0.17,86.6,-0.54,-3.2
40.5,-139.5,--,--,18.07,1.68,5.52,66.7,-0.11,113.2,-0.61,-3.8
40.5,-136.5,--,--,17.82,0.81,5.76,64.6,-0.09,63.3,-0.47,-5.2
40.5,-133.5,--,--,17.65,0.46,6.16,61.5,-0.01,42.7,-0.42,-7.3
40.5,-130.5,--,--,17.54,0.31,6.66,59.3,0.1,36.8,-0.4,-5.4
40.5,-127.5,--,--,17.0,0.22,7.54,51.0,0.4,44.2,-0.14,-1.5
40.5,-124.5,Eureka,United States of America (the),15.22,0.19,5.98,35.0,-0.04,36.0,0.33,-0.3
40.5,-121.5,Redding,United States of America (the),18.06,0.12,2.09,20.2,0.28,17.5,0.01,-0.7
40.5,-118.5,Reno,United States of America (the),19.56,0.01,2.06,19.9,1.52,2.5,-0.04,-2.8
40.5,-115.5,Elko,United States of America (the),18.48,0.02,2.41,20.7,2.52,2.2,0.03,-6.7
40.5,-112.5,Salt Lake City,United States of America (the),19.92,0.04,2.67,18.5,2.86,3.6,0.22,-10.5
40.5,-109.5,Grand Junction,United States of America (the),17.65,0.13,3.08,23.0,3.28,9.7,0.21,-9.7
40.5,-106.5,Fort Collins,United States of America (the),14.02,0.47,2.98,31.6,2.91,27.9,0.13,-5.5
40.5,-103.5,Denver,United States of America (the),19.14,0.49,3.87,40.5,2.35,37.5,0.08,2.9
40.5,-100.5,Kearney,United States of America (the),19.18,2.29,4.59,45.2,1.09,134.9,0.22,6.9
40.5,-97.5,Lincoln,United States of America (the),20.08,3.81,4.32,48.6,1.05,150.7,0.08,8.8
40.5,-94.5,Kansas City,United States of America (the),20.39,4.55,3.7,50.8,1.51,147.4,-0.16,8.7
40.5,-91.5,Davenport,United States of America (the),20.8,4.6,3.21,48.9,1.99,151.0,-0.13,4.4
40.5,-88.5,Chicago,United States of America (the),21.06,3.65,3.33,49.2,2.16,134.3,-0.08,2.9
40.5,-85.5,Indianapolis,United States of America (the),20.77,3.84,3.25,58.1,2.35,149.8,-0.06,10.3
40.5,-82.5,Columbus,United States of America (the),20.84,6.14,3.29,65.3,2.46,230.1,-0.11,15.3
40.5,-79.5,Pittsburgh,United States of America (the),19.69,7.71,2.69,73.2,2.86,230.1,-0.04,17.6
40.5,-76.5,Philadelphia,United States of America (the),20.03,6.96,2.48,78.2,2.27,200.9,-0.21,23.5
40.5,-73.5,New York City,United States of America (the),20.82,5.67,3.95,74.6,1.76,175.0,-0.2,23.7
40.5,-70.5,Providence,United States of America (the),20.62,3.69,5.79,67.9,1.46,114.4,-0.12,16.1
40.5,-67.5,--,--,20.89,2.11,6.37,65.9,2.0,60.6,0.03,9.5
40.5,-64.5,--,--,22.64,2.16,6.77,67.9,2.41,55.5,-0.13,6.3
40.5,-61.5,--,--,22.73,2.84,6.94,72.3,1.56,57.1,-0.35,6.8
40.5,-58.5,--,--,22.9,3.13,6.56,70.6,1.38,69.5,-0.87,3.4
40.5,-55.5,--,--,22.81,3.73,6.86,67.4,1.28,88.8,-0.59,-0.9
40.5,-52.5,--,--,22.09,3.27,7.25,65.0,0.77,77.2,-0.22,-3.3
40.5,-49.5,--,--,22.13,3.55,7.72,64.1,1.21,84.9,0.37,-3.8
40.5,-46.5,--,--,22.6,3.82,7.99,63.7,1.34,87.6,0.54,-3.8
40.5,-43.5,--,--,22.88,5.73,8.67,66.8,1.27,135.2,1.2,-0.1
40.5,-40.5,--,--,23.01,9.69,8.62,69.7,1.43,272.8,1.32,4.8
40.5,-37.5,--,--,23.12,9.26,8.27,70.3,1.66,276.0,1.07,5.6
40.5,-34.5,--,--,22.9,5.32,7.98,64.8,1.59,160.3,0.91,0.0
40.5,-31.5,--,--,22.66,3.41,7.52,57.4,1.64,120.9,0.61,-6.7
40.5,-28.5,--,--,22.32,1.6,7.18,51.5,1.59,68.5,0.42,-11.9
40.5,-25.5,--,--,22.05,0.93,6.63,49.0,1.54,39.7,-0.01,-14.5
40.5,-22.5,--,--,21.67,1.22,5.88,53.3,1.38,54.9,-0.69,-9.8
40.5,-19.5,--,--,21.22,0.82,5.27,56.0,1.16,43.1,-1.23,-7.5
40.5,-16.5,--,--,20.66,0.46,5.59,59.8,0.87,29.1,-0.99,-2.7
40.5,-13.5,--,--,19.94,0.3,6.43,52.2,0.41,22.5,-0.29,-4.8
40.5,-10.5,Caldas da Rainha,Portugal,19.15,0.18,5.71,40.4,0.02,15.0,-0.58,-4.1
40.5,-7.5,Porto,Portugal,21.53,0.38,2.25,26.8,2.4,22.2,-0.47,-14.4
40.5,-4.5,Madrid,Spain,22.0,0.65,2.08,30.1,2.83,57.7,-0.39,-8.7
40.5,-1.5,Valencia,Spain,20.79,1.25,2.24,39.6,2.22,89.0,-0.47,-2.5
37.5,1.5,Blida,Algeria,24.72,0.91,4.44,43.6,1.22,85.5,-0.43,7.8
37.5,4.5,Algiers,Algeria,24.59,0.8,4.16,46.1,1.45,62.0,-0.26,8.5
37.5,7.5,Constantine,Algeria,24.7,1.04,4.34,47.9,1.5,79.8,0.11,11.1
37.5,10.5,Tunis,Tunisia,24.9,1.58,4.56,44.7,1.36,111.9,-0.27,12.1
37.5,13.5,Palermo,Italy,24.24,1.33,3.46,39.9,1.07,85.4,-0.66,9.6
37.5,16.5,Catania,Italy,24.55,0.86,4.02,31.9,1.16,49.4,0.01,4.3
37.5,19.5,Preveza,Greece,24.95,1.82,5.25,28.8,1.25,124.8,0.39,4.0
37.5,22.5,Athens,Greece,22.89,3.01,4.0,30.3,0.83,333.1,0.86,7.5
37.5,25.5,Urla,Turkey,23.57,1.41,7.17,20.5,0.99,486.9,0.86,8.3
37.5,28.5,Izmir,Turkey,23.5,0.72,3.2,18.3,1.6,153.2,0.26,6.4
37.5,31.5,Konya,Turkey,21.19,0.35,2.33,20.5,1.52,66.7,0.19,5.0
37.5,34.5,Adana,Turkey,21.81,0.43,2.5,16.7,1.41,75.2,0.18,1.6
37.5,37.5,Aleppo,Syrian Arab Republic (the),23.53,0.23,2.48,14.2,1.82,64.8,0.04,0.6
37.5,40.5,Diyarbakir,Turkey,26.54,0.05,2.28,8.6,2.38,25.2,-0.11,0.3
37.5,43.5,Al Mawsil al Jadidah,Iraq,21.99,0.24,1.94,9.6,2.27,67.5,-0.07,-0.7
37.5,46.5,Tabriz,Iran (Islamic Republic of),20.03,0.44,2.32,13.0,1.74,87.6,0.01,-3.0
37.5,49.5,Rasht,Iran (Islamic Republic of),21.38,1.66,2.74,32.5,1.29,73.8,-0.08,-5.7
37.5,52.5,Sari,Iran (Islamic Republic of),24.19,1.1,3.83,22.1,0.72,66.1,-0.04,-4.0
37.5,55.5,Gorgan,Iran (Islamic Republic of),24.11,0.27,2.86,11.2,1.2,40.9,-0.01,-6.5
37.5,58.5,Mashhad,Iran (Islamic Republic of),22.51,0.05,2.74,7.4,1.26,25.8,-0.06,-2.7
37.5,61.5,Mary,Turkmenistan,24.23,0.01,3.43,4.4,0.74,10.8,-0.18,-2.0
37.5,64.5,Qarshi,Uzbekistan,23.56,0.01,3.19,3.5,0.46,29.1,-0.17,-1.9
37.5,67.5,Dushanbe,Tajikistan,20.92,0.16,2.03,6.7,0.94,58.2,0.04,-2.1
37.5,70.5,Kulob,Tajikistan,12.16,0.74,1.35,17.1,0.98,79.7,0.03,-4.3
37.5,73.5,--,--,1.31,1.01,1.23,37.0,1.19,98.3,0.02,3.7
37.5,76.5,Shache,China,6.55,2.0,1.58,52.4,0.19,113.2,0.02,4.8
37.5,79.5,Hotan,China,16.35,0.6,2.97,43.5,0.0,82.6,0.13,5.1
37.5,82.5,--,--,17.56,0.27,3.55,41.2,-0.12,76.8,0.08,6.0
37.5,85.5,--,--,10.06,0.8,3.21,49.1,-0.39,139.6,-0.03,9.2
37.5,88.5,--,--,3.44,1.38,2.39,56.1,-0.1,129.8,-0.08,9.4
37.5,91.5,--,--,5.64,0.95,2.45,55.2,0.19,110.4,-0.08,9.0
37.5,94.5,--,--,10.27,0.39,3.16,50.2,0.44,104.7,-0.04,9.9
37.5,97.5,--,--,5.38,1.16,2.59,54.9,0.64,96.9,0.05,6.5
37.5,100.5,Xining,China,6.51,2.85,2.09,63.1,0.44,99.1,-0.01,4.1
37.5,103.5,Lanzhou,China,12.81,1.87,2.71,57.1,-1.02,96.8,-0.25,1.9
37.5,106.5,Yinchuan,China,14.1,1.6,3.19,52.5,-1.62,83.2,-0.11,-0.5
37.5,109.5,Yulinshi,China,14.22,1.8,3.31,53.3,-1.8,68.5,0.16,0.1
37.5,112.5,Taiyuan,China,14.48,1.85,2.33,52.9,-0.84,65.4,0.27,-1.4
37.5,115.5,Jinan,China,21.01,1.02,2.33,45.3,0.16,49.5,-0.02,-4.3
37.5,118.5,Tai'an,China,21.85,1.29,3.35,44.6,0.33,63.0,-0.17,-2.9
37.5,121.5,Dalian,China,22.09,1.29,4.14,45.9,0.62,52.9,-0.18,-0.9
37.5,124.5,Namp'o,Korea (the Democratic People's Republic of),22.11,1.79,4.98,46.1,0.51,48.3,0.18,-3.1
37.5,127.5,Seoul,Korea (the Republic of),19.55,3.32,2.71,53.8,0.05,66.4,0.16,-5.1
37.5,130.5,Pohang,Korea (the Republic of),21.84,3.27,5.15,61.8,0.56,71.3,-0.08,5.3
37.5,133.5,--,--,22.63,6.11,6.23,67.5,0.59,130.8,0.29,8.2
37.5,136.5,Kanazawa,Japan,22.29,12.37,5.63,74.5,0.29,201.8,0.37,10.6
37.5,139.5,Sendai,Japan,20.34,8.42,2.91,81.0,0.04,133.8,0.09,9.0
37.5,142.5,Ishinomaki,Japan,22.69,7.23,6.27,75.6,0.83,121.7,0.46,8.3
37.5,145.5,--,--,23.09,7.21,7.03,72.5,0.7,110.8,0.13,3.3
37.5,148.5,--,--,23.62,5.54,7.2,72.9,0.96,84.1,-0.04,1.5
37.5,151.5,--,--,23.7,4.59,6.92,70.9,0.96,72.1,-0.55,-1.6
37.5,154.5,--,--,23.54,3.69,6.62,71.7,0.97,65.9,-0.92,-0.6
37.5,157.5,--,--,23.15,4.84,6.37,71.3,0.87,99.8,-1.12,-0.5
37.5,160.5,--,--,22.82,4.27,6.76,73.0,0.79,95.9,-0.68,0.6
37.5,163.5,--,--,22.03,3.1,6.84,77.4,0.26,76.8,-0.48,4.3
37.5,166.5,--,--,21.59,2.99,7.26,82.4,0.17,86.1,0.07,8.7
37.5,169.5,--,--,21.13,2.6,7.59,82.2,-0.0,81.1,0.44,7.8
37.5,172.5,--,--,20.92,2.05,7.67,77.8,0.01,64.2,0.47,2.2
37.5,175.5,--,--,20.65,2.35,7.3,70.1,-0.08,73.4,0.1,-5.8
37.5,178.5,--,--,21.11,3.68,7.33,68.3,0.44,106.1,0.11,-8.0
37.5,-178.5,--,--,21.45,5.38,7.79,69.8,0.87,147.2,0.58,-5.2
37.5,-175.5,--,--,21.69,6.09,8.36,67.5,1.1,158.5,1.14,-6.9
37.5,-172.5,--,--,21.93,5.2,8.24,63.0,1.35,136.9,1.06,-10.7
37.5,-169.5,--,--,21.91,5.08,8.22,62.7,1.24,141.5,1.11,-10.0
37.5,-166.5,--,--,21.61,6.94,8.23,63.0,0.8,174.3,1.12,-8.8
37.5,-163.5,--,--,21.31,5.52,7.1,63.1,0.41,140.3,0.01,-6.3
37.5,-160.5,--,--,21.26,5.79,6.26,62.9,0.28,161.6,-0.71,-3.7
37.5,-157.5,--,--,21.19,3.74,6.56,62.0,0.21,115.8,-0.25,-3.1
37.5,-154.5,--,--,20.94,2.89,6.96,61.0,0.03,93.0,0.33,-2.6
37.5,-151.5,--,--,20.61,3.69,7.1,62.9,-0.16,153.6,0.67,1.1
37.5,-148.5,--,--,20.34,3.13,6.65,62.6,-0.17,156.5,0.54,1.9
37.5,-145.5,--,--,19.92,1.68,5.73,60.8,-0.26,102.6,-0.07,0.2
37.5,-142.5,--,--,19.46,1.35,4.97,60.0,-0.39,91.3,-0.75,-1.0
37.5,-139.5,--,--,19.12,1.03,4.73,61.4,-0.42,78.9,-1.09,-1.8
37.5,-136.5,--,--,18.77,0.87,4.88,61.6,-0.38,82.9,-1.08,-2.4
37.5,-133.5,--,--,18.43,0.47,5.18,61.4,-0.26,55.8,-1.11,-2.7
37.5,-130.5,--,--,18.1,0.28,5.97,62.4,-0.07,45.6,-0.87,0.2
37.5,-127.5,--,--,17.41,0.2,7.51,53.0,0.11,55.2,-0.11,-0.4
37.5,-124.5,--,--,15.78,0.11,8.34,43.2,0.06,49.6,1.09,-0.2
37.5,-121.5,San Jose,United States of America (the),19.17,0.02,2.97,21.7,-0.14,5.9,0.26,-1.5
37.5,-118.5,Fresno,United States of America (the),19.87,0.05,1.98,9.3,2.05,8.4,0.1,-8.9
37.5,-115.5,Las Vegas,United States of America (the),23.45,0.06,2.77,10.4,2.73,10.5,0.22,-9.3
37.5,-112.5,Saint George,United States of America (the),20.97,0.16,2.86,16.3,2.95,16.8,0.29,-9.2
37.5,-109.5,Farmington,United States of America (the),21.11,0.17,2.7,19.5,2.68,15.2,0.07,-8.5
37.5,-106.5,Montrose,United States of America (the),13.57,1.0,2.18,27.6,2.17,56.1,-0.01,-7.3
37.5,-103.5,Colorado Springs,United States of America (the),19.56,0.68,3.87,32.3,1.77,52.3,0.09,-2.7
37.5,-100.5,Dodge City,United States of America (the),21.19,1.65,5.0,38.8,0.63,98.2,0.42,2.3
37.5,-97.5,Wichita,United States of America (the),22.04,3.27,4.0,49.6,0.63,121.4,0.02,10.1
37.5,-94.5,Tulsa,United States of America (the),22.61,2.91,2.9,52.4,1.64,84.0,-0.16,10.2
37.5,-91.5,St. Louis,United States of America (the),22.5,3.38,2.51,48.8,2.04,115.1,-0.16,5.1
37.5,-88.5,Clarksville,United States of America (the),23.45,4.69,2.54,51.7,2.26,166.1,-0.13,7.4
37.5,-85.5,Nashville,United States of America (the),22.99,6.18,2.29,61.2,2.47,213.6,-0.18,13.9
37.5,-82.5,Ironville,United States of America (the),22.28,6.98,2.22,68.5,3.18,224.1,-0.05,18.1
37.5,-79.5,Greensboro,United States of America (the),21.65,6.78,2.31,73.8,2.92,203.9,0.03,21.4
37.5,-76.5,"Washington, D.C.",United States of America (the),24.33,5.18,3.41,68.7,2.72,150.0,-0.17,17.8
37.5,-73.5,--,--,24.8,3.59,5.81,58.4,2.28,94.0,-0.52,5.5
37.5,-70.5,--,--,25.38,3.65,6.11,60.7,2.06,69.4,-0.61,0.6
37.5,-67.5,--,--,25.54,3.24,6.16,60.9,1.97,57.8,-0.72,-2.7
37.5,-64.5,--,--,25.51,2.43,5.99,56.8,1.8,41.8,-0.99,-8.0
37.5,-61.5,--,--,25.19,2.09,5.46,55.3,1.36,38.1,-1.56,-10.1
37.5,-58.5,--,--,24.93,2.88,5.51,53.9,1.14,63.7,-1.49,-10.6
37.5,-55.5,--,--,24.46,2.93,6.42,52.2,0.76,68.3,-0.54,-11.4
37.5,-52.5,--,--,24.15,3.44,7.45,55.7,0.55,72.4,0.4,-7.6
37.5,-49.5,--,--,24.13,4.17,8.0,57.7,0.67,89.9,0.96,-4.7
37.5,-46.5,--,--,24.12,6.07,8.12,60.4,0.8,145.9,1.25,-1.3
37.5,-43.5,--,--,24.09,9.55,7.9,63.9,0.86,261.4,1.21,4.0
37.5,-40.5,--,--,24.0,11.92,7.58,64.7,0.9,376.7,1.12,6.4
37.5,-37.5,--,--,24.14,6.21,7.38,59.9,1.23,199.0,1.03,1.7
37.5,-34.5,--,--,23.98,4.3,6.86,49.9,1.31,142.9,0.62,-8.2
37.5,-31.5,--,--,23.68,2.32,6.23,45.8,1.36,83.7,0.14,-11.0
37.5,-28.5,--,--,23.39,2.04,5.66,47.0,1.47,90.9,-0.26,-8.2
37.5,-25.5,Ponta Delgada,Portugal,22.96,2.24,5.05,45.6,1.29,114.8,-0.67,-8.1
37.5,-22.5,--,--,22.47,1.06,4.48,49.0,0.97,61.8,-1.28,-5.7
37.5,-19.5,--,--,21.79,0.53,4.44,53.7,0.62,35.3,-1.34,-2.5
37.5,-16.5,--,--,21.04,0.28,5.41,55.9,0.19,23.0,-0.58,0.3
37.5,-13.5,--,--,20.63,0.22,6.33,47.7,-0.01,20.4,0.14,-3.0
37.5,-10.5,Lisbon,Portugal,20.34,0.1,5.86,29.5,0.05,12.5,-0.24,-10.6
37.5,-7.5,Jerez de la Frontera,Spain,23.96,0.17,3.07,21.2,2.2,20.8,-0.5,-10.8
37.5,-4.5,Sevilla,Spain,23.94,1.25,2.27,29.5,1.78,128.5,-0.35,-4.3
37.5,-1.5,Murcia,Spain,23.09,2.01,3.38,42.4,1.4,184.9,-0.23,5.3
34.5,1.5,Tiaret,Algeria,23.44,1.24,2.75,45.3,0.68,152.8,-0.11,9.8
34.5,4.5,Biskra,Algeria,26.44,0.55,2.97,39.5,1.43,74.7,-0.08,6.9
34.5,7.5,Tebessa,Algeria,26.65,0.68,2.99,34.8,1.22,93.4,0.02,4.2
34.5,10.5,Sfax,Tunisia,26.69,0.79,3.79,34.2,1.11,97.7,-0.22,5.7
34.5,13.5,Birkirkara,Malta,26.3,0.74,4.41,30.3,1.12,89.7,-0.8,6.9
34.5,16.5,--,--,25.7,2.46,4.26,27.6,0.68,343.0,-0.5,6.5
34.5,19.5,--,--,25.37,4.69,5.25,24.7,0.63,799.5,0.46,4.5
34.5,22.5,--,--,25.12,2.02,6.91,19.7,0.89,601.3,1.32,5.6
34.5,25.5,Irakleion,Greece,24.9,0.67,5.91,14.2,0.97,295.6,0.68,5.5
34.5,28.5,--,--,25.43,0.15,6.46,9.4,1.19,147.4,0.09,2.6
34.5,31.5,Paphos,Cyprus,26.36,0.08,4.65,9.1,1.33,75.7,-0.15,1.1
34.5,34.5,Beirut,Lebanon,26.92,0.15,3.9,12.3,1.43,77.8,0.03,2.8
34.5,37.5,Damascus,Syrian Arab Republic (the),26.51,0.07,3.17,10.6,1.87,64.5,0.02,2.3
34.5,40.5,Deir ez-Zor,Syrian Arab Republic (the),30.32,0.02,3.83,3.5,2.28,93.1,-0.09,-0.3
34.5,43.5,Baghdad,Iraq,32.88,0.01,3.43,2.7,1.97,54.3,-0.28,-0.4
34.5,46.5,Kahriz,Iran (Islamic Republic of),26.09,0.11,2.46,4.3,1.48,282.8,-0.03,-0.1
34.5,49.5,Karaj,Iran (Islamic Republic of),22.37,0.11,2.55,9.1,1.53,189.2,0.08,2.2
34.5,52.5,Tehran,Iran (Islamic Republic of),25.6,0.26,2.79,10.1,1.24,112.7,0.05,2.5
34.5,55.5,Tabas,Iran (Islamic Republic of),28.35,0.03,3.63,5.6,1.48,171.6,-0.02,1.9
34.5,58.5,Torbat-e Heydariyeh,Iran (Islamic Republic of),24.56,0.03,3.1,4.1,1.44,129.2,-0.22,1.2
34.5,61.5,Herat,Afghanistan,22.69,0.0,4.52,2.9,1.04,1.9,-0.08,0.3
34.5,64.5,Maymana,Afghanistan,15.44,0.01,2.26,3.6,0.74,15.3,-0.0,-0.8
34.5,67.5,Ghazni,Afghanistan,13.34,0.06,1.79,7.2,0.82,36.7,0.0,-1.9
34.5,70.5,Kabul,Afghanistan,17.87,1.15,1.55,18.7,1.22,81.2,0.06,-0.5
34.5,73.5,Rawalpindi,Pakistan,17.02,2.14,1.23,33.0,1.21,80.5,0.06,0.6
34.5,76.5,Anantnag,India,0.7,2.7,1.02,54.4,-0.22,144.6,-0.05,8.8
34.5,79.5,--,--,-1.88,1.68,1.81,57.6,-0.81,188.0,-0.14,15.8
34.5,82.5,--,--,-1.67,2.38,2.23,65.2,-0.47,184.9,-0.38,14.2
34.5,85.5,--,--,-0.44,2.52,2.55,66.9,0.01,169.7,-0.44,15.7
34.5,88.5,--,--,1.08,2.71,2.62,68.5,0.85,140.9,-0.32,11.9
34.5,91.5,--,--,1.97,3.25,2.52,72.6,1.38,125.5,-0.24,9.6
34.5,94.5,--,--,3.36,3.33,2.12,75.0,1.04,122.8,-0.21,11.6
34.5,97.5,--,--,4.13,3.31,2.21,75.9,0.97,111.0,-0.13,10.7
34.5,100.5,--,--,6.44,4.4,2.01,75.7,1.27,112.1,-0.07,8.0
34.5,103.5,Linxia Chengguanzhen,China,10.42,4.3,1.97,79.5,0.58,101.7,-0.02,6.9
34.5,106.5,Tianshui,China,14.95,3.49,2.1,73.3,-0.5,73.5,-0.03,3.2
34.5,109.5,Xi'an,China,17.25,3.09,2.08,65.8,-0.66,71.8,0.09,1.3
34.5,112.5,Zhengzhou,China,19.58,3.08,2.19,60.6,0.26,94.2,0.16,-0.5
34.5,115.5,Huaibei,China,22.46,1.53,2.42,54.8,0.77,54.8,-0.12,-1.1
34.5,118.5,Tongshan,China,22.34,1.95,2.55,54.6,0.74,65.2,-0.18,-1.3
34.5,121.5,Yancheng,China,24.09,2.91,5.03,54.2,1.12,82.5,-0.13,0.7
34.5,124.5,--,--,23.95,5.0,5.85,56.0,0.92,111.4,0.21,1.5
34.5,127.5,Daegu,Korea (the Republic of),22.42,7.43,4.85,64.5,0.06,137.5,0.27,5.7
34.5,130.5,Busan,Korea (the Republic of),23.7,9.73,5.35,67.8,0.3,162.8,-0.06,7.8
34.5,133.5,Hiroshima,Japan,23.1,15.79,3.95,73.3,-0.03,230.1,0.22,9.9
34.5,136.5,Osaka,Japan,23.27,15.28,4.37,74.9,0.08,193.9,0.4,11.2
34.5,139.5,Tokyo,Japan,23.97,12.13,5.87,74.1,0.43,161.1,0.45,8.8
34.5,142.5,--,--,25.81,10.33,7.81,69.5,0.74,144.1,0.62,4.7
34.5,145.5,--,--,25.9,6.56,7.31,65.1,0.79,94.1,0.19,0.9
